city,street,zip,state,beds,baths,sq__ft,type,sale_date,price,latitude,longitude
SACRAMENTO,6743 21ST ST,95822,CA,3,2,1104,Residential,Mon May 19 00:00:00 EDT 2008,123000,38.50372,-121.49065700000001
SACRAMENTO,3128 VIA GRANDE,95825,CA,2,1,972,Residential,Mon May 19 00:00:00 EDT 2008,125000,38.598321,-121.39161000000001
SACRAMENTO,2847 BELGRADE WAY,95833,CA,4,2,1390,Residential,Mon May 19 00:00:00 EDT 2008,125573,38.617173,-121.482541
ELVERTA,7741 MILLDALE CIR,95626,CA,4,2,1354,Residential,Mon May 19 00:00:00 EDT 2008,126714,38.705834,-121.43919
SACRAMENTO,9013 CASALS ST,95826,CA,2,1,795,Condo,Mon May 19 00:00:00 EDT 2008,126960,38.557045,-121.37167
ROSEVILLE,227 MAHAN CT Unit 1,95678,CA,2,1,780,Condo,Mon May 19 00:00:00 EDT 2008,127000,38.749722999999996,-121.27008000000001
SACRAMENTO,7349 FLETCHER FARM DR,95828,CA,4,2,1587,Residential,Mon May 19 00:00:00 EDT 2008,127500,38.49069,-121.38261899999999
NORTH HIGHLANDS,7226 LARCHMONT DR,95660,CA,3,2,1209,Residential,Mon May 19 00:00:00 EDT 2008,130000,38.699269,-121.37633400000001
SACRAMENTO,4114 35TH AVE,95824,CA,2,1,1139,Residential,Mon May 19 00:00:00 EDT 2008,133105,38.520941,-121.459355
RIO LINDA,617 M ST,95673,CA,2,2,1690,Residential,Mon May 19 00:00:00 EDT 2008,136500,38.691103999999996,-121.45183200000001
CARMICHAEL,7032 FAIR OAKS BLVD,95608,CA,3,2,1245,Condo,Mon May 19 00:00:00 EDT 2008,139500,38.628563,-121.32829699999999
ELVERTA,2421 SANTINA WAY,95626,CA,3,2,1416,Residential,Mon May 19 00:00:00 EDT 2008,140000,38.71865,-121.40776299999999
SACRAMENTO,2368 CRAIG AVE,95832,CA,3,2,1300,Residential,Mon May 19 00:00:00 EDT 2008,140800,38.47807,-121.48114
SACRAMENTO,2123 AMANDA WAY,95822,CA,3,2,1120,Residential,Mon May 19 00:00:00 EDT 2008,145000,38.484896,-121.486948
SACRAMENTO,7620 DARLA WAY,95828,CA,4,2,1590,Residential,Mon May 19 00:00:00 EDT 2008,147000,38.478502,-121.403517
SACRAMENTO,8344 FIELDPOPPY CIR,95828,CA,3,2,1407,Residential,Mon May 19 00:00:00 EDT 2008,149600,38.479083,-121.400702
SACRAMENTO,3624 20TH AVE,95820,CA,5,2,1516,Residential,Mon May 19 00:00:00 EDT 2008,150000,38.534508,-121.46790700000001
ROSEVILLE,10001 WOODCREEK OAKS BLVD Unit 1415,95747,CA,2,2,0,Condo,Mon May 19 00:00:00 EDT 2008,150000,38.795528999999995,-121.328819
SACRAMENTO,2848 PROVO WAY,95822,CA,3,2,1646,Residential,Mon May 19 00:00:00 EDT 2008,150000,38.489759,-121.474754
SACRAMENTO,6045 EHRHARDT AVE,95823,CA,3,2,1676,Residential,Mon May 19 00:00:00 EDT 2008,155000,38.457157,-121.43306499999998
SACRAMENTO,1223 LAMBERTON CIR,95838,CA,3,2,1370,Residential,Mon May 19 00:00:00 EDT 2008,155435,38.646677000000004,-121.437573
SACRAMENTO,1223 LAMBERTON CIR,95838,CA,3,2,1370,Residential,Mon May 19 00:00:00 EDT 2008,155500,38.646677000000004,-121.437573
CITRUS HEIGHTS,6000 BIRCHGLADE WAY,95621,CA,4,2,1351,Residential,Mon May 19 00:00:00 EDT 2008,158000,38.70166,-121.323249
NORTH HIGHLANDS,7204 THOMAS DR,95660,CA,3,2,1152,Residential,Mon May 19 00:00:00 EDT 2008,158000,38.697897999999995,-121.37768700000001
SACRAMENTO,8363 LANGTREE WAY,95823,CA,3,2,1452,Residential,Mon May 19 00:00:00 EDT 2008,160000,38.453559999999996,-121.43595900000001
ROSEVILLE,1675 VERNON ST Unit 8,95678,CA,2,1,990,Residential,Mon May 19 00:00:00 EDT 2008,160000,38.734136,-121.29963899999998
CITRUS HEIGHTS,6632 IBEX WOODS CT,95621,CA,2,2,1162,Residential,Mon May 19 00:00:00 EDT 2008,164000,38.720867999999996,-121.309855
RIO LINDA,117 EVCAR WAY,95673,CA,3,2,1182,Residential,Mon May 19 00:00:00 EDT 2008,164000,38.687659000000004,-121.4633
ELK GROVE,6485 LAGUNA MIRAGE LN,95758,CA,2,2,1112,Residential,Mon May 19 00:00:00 EDT 2008,165000,38.42465,-121.43013700000002
GALT,746 MOOSE CREEK WAY,95632,CA,3,2,1100,Residential,Mon May 19 00:00:00 EDT 2008,167000,38.283085,-121.302071
CITRUS HEIGHTS,8306 CURLEW CT,95621,CA,4,2,1280,Residential,Mon May 19 00:00:00 EDT 2008,167293,38.715781,-121.298519
CITRUS HEIGHTS,8306 CURLEW CT,95621,CA,4,2,1280,Residential,Mon May 19 00:00:00 EDT 2008,167293,38.715781,-121.298519
SACRAMENTO,5217 ARGO WAY,95820,CA,3,1,1039,Residential,Mon May 19 00:00:00 EDT 2008,168000,38.52774,-121.433669
SACRAMENTO,7108 HEATHER TREE DR,95842,CA,3,2,1159,Residential,Mon May 19 00:00:00 EDT 2008,170000,38.695677,-121.36022
SACRAMENTO,2956 DAVENPORT WAY,95833,CA,4,2,1917,Residential,Mon May 19 00:00:00 EDT 2008,170000,38.620687,-121.482619
SACRAMENTO,10062 LINCOLN VILLAGE DR,95827,CA,3,2,1520,Residential,Mon May 19 00:00:00 EDT 2008,170000,38.564,-121.32002299999999
GALT,332 PALIN AVE,95632,CA,3,2,1204,Residential,Mon May 19 00:00:00 EDT 2008,174000,38.260467,-121.302636
SACRAMENTO,4649 FREEWAY CIR,95841,CA,3,2,1120,Residential,Mon May 19 00:00:00 EDT 2008,178000,38.658734,-121.357196
SACRAMENTO,8593 DERLIN WAY,95823,CA,3,2,1436,Residential,Mon May 19 00:00:00 EDT 2008,180000,38.447585,-121.426627
SACRAMENTO,9273 PREMIER WAY,95826,CA,3,2,1451,Residential,Mon May 19 00:00:00 EDT 2008,180000,38.55992,-121.352539
SACRAMENTO,8032 DUSENBERG CT,95828,CA,4,2,1638,Residential,Mon May 19 00:00:00 EDT 2008,180000,38.466499,-121.381119
CARMICHAEL,7110 STELLA LN Unit 15,95608,CA,2,2,1000,Condo,Mon May 19 00:00:00 EDT 2008,182000,38.637396,-121.300055
ROSEVILLE,1786 PIEDMONT WAY,95661,CA,3,1,1152,Residential,Mon May 19 00:00:00 EDT 2008,188325,38.72748,-121.25653700000001
ROSEVILLE,1347 HIDALGO CIR,95747,CA,3,2,1154,Residential,Mon May 19 00:00:00 EDT 2008,191500,38.747878,-121.311279
SACRAMENTO,212 CAPPUCINO WAY,95838,CA,3,2,1353,Residential,Mon May 19 00:00:00 EDT 2008,192000,38.657810999999995,-121.465327
CITRUS HEIGHTS,5938 WOODBRIAR WAY,95621,CA,3,2,1329,Residential,Mon May 19 00:00:00 EDT 2008,192700,38.706152,-121.325399
SACRAMENTO,3801 WILDROSE WAY,95826,CA,3,1,1356,Residential,Mon May 19 00:00:00 EDT 2008,195000,38.544368,-121.369979
SACRAMENTO,508 SAMUEL WAY,95838,CA,3,2,1505,Residential,Mon May 19 00:00:00 EDT 2008,197654,38.645689000000004,-121.452766
SACRAMENTO,6128 CARL SANDBURG CIR,95842,CA,3,1,1009,Residential,Mon May 19 00:00:00 EDT 2008,198000,38.681540999999996,-121.355616
SACRAMENTO,1 KENNELFORD CIR,95823,CA,3,2,1144,Residential,Mon May 19 00:00:00 EDT 2008,200345,38.46452,-121.42760600000001
SACRAMENTO,909 SINGINGWOOD RD,95864,CA,2,1,930,Residential,Mon May 19 00:00:00 EDT 2008,203000,38.581471,-121.38838999999999
SACRAMENTO,6671 FOXWOOD CT,95841,CA,4,2,1766,Residential,Mon May 19 00:00:00 EDT 2008,207000,38.687943,-121.328883
SACRAMENTO,8165 AYN RAND CT,95828,CA,4,3,1940,Residential,Mon May 19 00:00:00 EDT 2008,208000,38.468639,-121.40326499999999
ELK GROVE,9474 VILLAGE TREE DR,95758,CA,4,2,1776,Residential,Mon May 19 00:00:00 EDT 2008,210000,38.413947,-121.408276
CITRUS HEIGHTS,7213 CALVIN DR,95621,CA,3,1,1258,Residential,Mon May 19 00:00:00 EDT 2008,212000,38.698153999999995,-121.298375
SACRAMENTO,8167 DERBY PARK CT,95828,CA,4,2,1872,Residential,Mon May 19 00:00:00 EDT 2008,213675,38.460491999999995,-121.373379
ELK GROVE,6344 LAGUNA MIRAGE LN,95758,CA,2,2,1112,Residential,Mon May 19 00:00:00 EDT 2008,213697,38.423963,-121.428875
SACRAMENTO,2945 RED HAWK WAY,95833,CA,4,2,1856,Residential,Mon May 19 00:00:00 EDT 2008,215000,38.619675,-121.496903
SACRAMENTO,3228 I ST,95816,CA,4,3,1939,Residential,Mon May 19 00:00:00 EDT 2008,215000,38.573844,-121.46283899999999
ROSEVILLE,308 ATKINSON ST,95678,CA,3,1,998,Residential,Mon May 19 00:00:00 EDT 2008,215100,38.746794,-121.29971
ROSEVILLE,624 HOVEY WAY,95678,CA,3,2,1758,Residential,Mon May 19 00:00:00 EDT 2008,217500,38.756149,-121.30647900000001
SACRAMENTO,110 COPPER LEAF WAY,95838,CA,3,2,2142,Residential,Mon May 19 00:00:00 EDT 2008,218000,38.658466,-121.46066100000002
SACRAMENTO,7535 ALMA VISTA WAY,95831,CA,2,1,950,Residential,Mon May 19 00:00:00 EDT 2008,220000,38.48403,-121.50764099999999
ELK GROVE,7423 WILSALL CT,95758,CA,4,3,1739,Residential,Mon May 19 00:00:00 EDT 2008,221000,38.417026,-121.416821
ELK GROVE,8629 VIA ALTA WAY,95624,CA,3,2,1516,Residential,Mon May 19 00:00:00 EDT 2008,222900,38.398245,-121.38061499999999
ANTELOPE,3318 DAVIDSON DR,95843,CA,3,1,988,Residential,Mon May 19 00:00:00 EDT 2008,223139,38.705753,-121.38891699999999
GALT,913 COBDEN CT,95632,CA,4,2,1555,Residential,Mon May 19 00:00:00 EDT 2008,225500,38.282001,-121.295902
SACRAMENTO,4419 79TH ST,95820,CA,3,2,1212,Residential,Mon May 19 00:00:00 EDT 2008,228327,38.534827,-121.412545
SACRAMENTO,3012 SPOONWOOD WAY,95833,CA,4,2,1871,Residential,Mon May 19 00:00:00 EDT 2008,230000,38.62478,-121.523474
SACRAMENTO,8728 CRYSTAL RIVER WAY,95828,CA,3,2,1302,Residential,Mon May 19 00:00:00 EDT 2008,230000,38.47547,-121.380055
SACRAMENTO,4709 AMBER LN Unit 1,95841,CA,2,1,756,Condo,Mon May 19 00:00:00 EDT 2008,230522,38.657789,-121.35499399999999
ANTELOPE,4508 OLD DAIRY DR,95843,CA,4,3,2026,Residential,Mon May 19 00:00:00 EDT 2008,231200,38.72286,-121.35893899999999
SACRAMENTO,312 RIVER ISLE WAY,95831,CA,3,2,1375,Residential,Mon May 19 00:00:00 EDT 2008,232000,38.49026,-121.550527
SACRAMENTO,301 OLIVADI WAY,95834,CA,2,2,1250,Condo,Mon May 19 00:00:00 EDT 2008,232500,38.644406,-121.549049
SACRAMENTO,5636 25TH ST,95822,CA,3,1,1058,Residential,Mon May 19 00:00:00 EDT 2008,233641,38.523828,-121.48113899999998
ANTELOPE,8721 SPRUCE RIDGE WAY,95843,CA,3,2,1187,Residential,Mon May 19 00:00:00 EDT 2008,234000,38.727657,-121.391028
SACRAMENTO,7461 WINDBRIDGE DR,95831,CA,2,2,1324,Residential,Mon May 19 00:00:00 EDT 2008,234500,38.487970000000004,-121.530229
SACRAMENTO,8101 LEMON COVE CT,95828,CA,4,3,1936,Residential,Mon May 19 00:00:00 EDT 2008,235000,38.462981,-121.40828799999998
RANCHO CORDOVA,10949 SCOTSMAN WAY,95670,CA,5,4,2382,Multi-Family,Mon May 19 00:00:00 EDT 2008,236000,38.603685999999996,-121.27784399999999
FOLSOM,617 WILLOW CREEK DR,95630,CA,3,2,1427,Residential,Mon May 19 00:00:00 EDT 2008,236073,38.679626,-121.14260900000001
SACRAMENTO,3301 PARK DR Unit 1914,95835,CA,3,2,1678,Condo,Mon May 19 00:00:00 EDT 2008,238000,38.665296000000005,-121.531993
GALT,709 CIMMARON CT,95632,CA,4,2,1798,Residential,Mon May 19 00:00:00 EDT 2008,238861,38.277177,-121.303747
ANTELOPE,3305 RIO ROCA CT,95843,CA,4,3,2652,Residential,Mon May 19 00:00:00 EDT 2008,239700,38.725079,-121.387698
SACRAMENTO,9080 BEDROCK CT,95829,CA,4,2,1816,Residential,Mon May 19 00:00:00 EDT 2008,240000,38.456939,-121.36296499999999
SACRAMENTO,100 TOURMALINE CIR,95834,CA,5,3,3076,Residential,Mon May 19 00:00:00 EDT 2008,240000,38.634370000000004,-121.510779
ELK GROVE,6411 RED BIRCH WAY,95758,CA,4,2,1844,Residential,Mon May 19 00:00:00 EDT 2008,241000,38.43461,-121.42931599999999
SACRAMENTO,4867 LAGUNA DR,95823,CA,3,2,1306,Residential,Mon May 19 00:00:00 EDT 2008,245000,38.46179,-121.445371
SACRAMENTO,3662 RIVER DR,95833,CA,4,3,2447,Residential,Mon May 19 00:00:00 EDT 2008,246000,38.604969,-121.54255
SACRAMENTO,6943 WOLFGRAM WAY,95828,CA,4,2,1176,Residential,Mon May 19 00:00:00 EDT 2008,247234,38.489215,-121.419546
RIO LINDA,77 RINETTI WAY,95673,CA,4,2,1182,Residential,Mon May 19 00:00:00 EDT 2008,247480,38.687021,-121.463151
RIO LINDA,1316 I ST,95673,CA,3,1,1160,Residential,Mon May 19 00:00:00 EDT 2008,249862,38.683673999999996,-121.435204
SACRAMENTO,2130 CATHERWOOD WAY,95835,CA,3,2,1424,Residential,Mon May 19 00:00:00 EDT 2008,251000,38.675506,-121.51098700000001
ORANGEVALE,8304 JUGLANS DR,95662,CA,4,2,1574,Residential,Mon May 19 00:00:00 EDT 2008,252155,38.691829,-121.24903300000001
ANTELOPE,5308 MARBURY WAY,95843,CA,3,2,1830,Residential,Mon May 19 00:00:00 EDT 2008,254172,38.710221000000004,-121.341707
ELK GROVE,9182 LAKEMONT DR,95624,CA,4,2,1724,Residential,Mon May 19 00:00:00 EDT 2008,258000,38.451353000000005,-121.358776
AUBURN,2231 COUNTRY VILLA CT,95603,CA,2,2,1255,Condo,Mon May 19 00:00:00 EDT 2008,260000,38.931671,-121.097862
ELK GROVE,8491 CRYSTAL WALK CIR,95758,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,261000,38.416916,-121.407554
SACRAMENTO,361 MAHONIA CIR,95835,CA,4,3,2175,Residential,Mon May 19 00:00:00 EDT 2008,261000,38.676171999999994,-121.50976100000001
SACRAMENTO,3427 LA CADENA WAY,95835,CA,4,2,1904,Residential,Mon May 19 00:00:00 EDT 2008,261000,38.681194,-121.537351
EL DORADO HILLS,955 BIG SUR CT,95762,CA,4,2,1808,Residential,Mon May 19 00:00:00 EDT 2008,262500,38.664347,-121.07652900000001
RANCHO CORDOVA,11826 DIONYSUS WAY,95742,CA,4,2,2711,Residential,Mon May 19 00:00:00 EDT 2008,266000,38.551046,-121.239411
CARMICHAEL,5847 DEL CAMPO LN,95608,CA,3,1,1713,Residential,Mon May 19 00:00:00 EDT 2008,266000,38.671995,-121.324339
ELK GROVE,5635 FOXVIEW WAY,95757,CA,3,2,1457,Residential,Mon May 19 00:00:00 EDT 2008,270000,38.395255999999996,-121.438249
ELK GROVE,10372 VIA CINTA CT,95757,CA,4,3,2724,Residential,Mon May 19 00:00:00 EDT 2008,274425,38.380089,-121.42818600000001
ROCKLIN,6286 LONETREE BLVD,95765,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,274500,38.805036,-121.293608
SACRAMENTO,7744 SOUTHBREEZE DR,95828,CA,3,2,1468,Residential,Mon May 19 00:00:00 EDT 2008,275336,38.476932,-121.378349
SACRAMENTO,2242 ABLE WAY,95835,CA,4,3,2550,Residential,Mon May 19 00:00:00 EDT 2008,277980,38.666074,-121.509743
GALT,1042 STARBROOK DR,95632,CA,4,2,1928,Residential,Mon May 19 00:00:00 EDT 2008,280000,38.285610999999996,-121.29306299999999
SACRAMENTO,1219 G ST,95814,CA,3,3,1922,Residential,Mon May 19 00:00:00 EDT 2008,284686,38.582817999999996,-121.48909599999999
CITRUS HEIGHTS,6220 OPUS CT,95621,CA,3,2,1343,Residential,Mon May 19 00:00:00 EDT 2008,284893,38.715853,-121.317095
ROCKLIN,5419 HAVENHURST CIR,95677,CA,3,2,1510,Residential,Mon May 19 00:00:00 EDT 2008,285000,38.786746,-121.209957
AUBURN,220 OLD AIRPORT RD,95603,CA,2,2,960,Multi-Family,Mon May 19 00:00:00 EDT 2008,285000,38.939802,-121.054575
CARMICHAEL,4622 MEYER WAY,95608,CA,4,2,1559,Residential,Mon May 19 00:00:00 EDT 2008,285000,38.64913,-121.310667
EL DORADO,4885 SUMMIT VIEW DR,95623,CA,3,2,1624,Residential,Mon May 19 00:00:00 EDT 2008,289000,38.673285,-120.879176
SACRAMENTO,26 JEANROSS CT,95832,CA,5,3,2992,Residential,Mon May 19 00:00:00 EDT 2008,295000,38.473162,-121.49108500000001
ELK GROVE,4800 MAPLEPLAIN AVE,95758,CA,4,2,2109,Residential,Mon May 19 00:00:00 EDT 2008,296000,38.432848,-121.44923700000001
RANCHO CORDOVA,10629 BASIE WAY,95670,CA,4,2,1524,Residential,Mon May 19 00:00:00 EDT 2008,296056,38.579,-121.292627
SACRAMENTO,8612 WILLOW GROVE WAY,95828,CA,3,2,1248,Residential,Mon May 19 00:00:00 EDT 2008,297359,38.464994,-121.38696200000001
SACRAMENTO,62 DE FER CIR,95823,CA,4,2,1876,Residential,Mon May 19 00:00:00 EDT 2008,299940,38.492540000000005,-121.46331599999999
LINCOLN,2513 OLD KENMARE RD,95648,CA,5,3,0,Residential,Mon May 19 00:00:00 EDT 2008,304000,38.847396,-121.25958600000001
RANCHO CORDOVA,3253 ABOTO WAY,95670,CA,4,3,1851,Residential,Mon May 19 00:00:00 EDT 2008,305000,38.57727,-121.285591
ROSEVILLE,3072 VILLAGE PLAZA DR,95747,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,307000,38.773094,-121.365905
SACRAMENTO,251 CHANGO CIR,95835,CA,4,2,2218,Residential,Mon May 19 00:00:00 EDT 2008,311328,38.68237,-121.539147
SACRAMENTO,8205 WEYBURN CT,95828,CA,3,2,1394,Residential,Mon May 19 00:00:00 EDT 2008,313138,38.47316,-121.403893
SACRAMENTO,8788 LA MARGARITA WAY,95828,CA,3,2,1410,Residential,Mon May 19 00:00:00 EDT 2008,316630,38.468185,-121.375694
ELK GROVE,5912 DEEPDALE WAY,95758,CA,5,3,3468,Residential,Mon May 19 00:00:00 EDT 2008,320000,38.439565,-121.43660600000001
ANTELOPE,4712 PISMO BEACH DR,95843,CA,5,3,2346,Residential,Mon May 19 00:00:00 EDT 2008,320000,38.707705,-121.354153
ANTELOPE,4741 PACIFIC PARK DR,95843,CA,5,3,2347,Residential,Mon May 19 00:00:00 EDT 2008,325000,38.709299,-121.35305600000001
SACRAMENTO,310 GROTH CIR,95834,CA,4,2,1659,Residential,Mon May 19 00:00:00 EDT 2008,328578,38.638764,-121.531827
ELK GROVE,6121 WILD FOX CT,95757,CA,3,3,2442,Residential,Mon May 19 00:00:00 EDT 2008,331000,38.406758,-121.431669
RANCHO CORDOVA,12241 CANYONLANDS DR,95742,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,331500,38.557293,-121.217611
SACRAMENTO,29 COOL FOUNTAIN CT,95833,CA,4,2,2155,Residential,Mon May 19 00:00:00 EDT 2008,340000,38.606906,-121.54132
SACRAMENTO,907 RIO ROBLES AVE,95838,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,344755,38.664765,-121.445006
SACRAMENTO,8909 BILLFISH WAY,95828,CA,3,2,1810,Residential,Mon May 19 00:00:00 EDT 2008,345746,38.475433,-121.372584
ELK GROVE,6232 GUS WAY,95757,CA,4,2,2789,Residential,Mon May 19 00:00:00 EDT 2008,351000,38.388129,-121.43117
GALT,200 OAKWILDE ST,95632,CA,4,2,1606,Residential,Mon May 19 00:00:00 EDT 2008,353767,38.2535,-121.31812
GALT,1033 PARK STREAM DR,95632,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,355000,38.287785,-121.28990300000001
SACRAMENTO,200 ALLAIRE CIR,95835,CA,4,2,2166,Residential,Mon May 19 00:00:00 EDT 2008,356035,38.68318,-121.53483999999999
SACRAMENTO,1322 SUTTER WALK,95816,CA,0,0,0,Condo,Mon May 19 00:00:00 EDT 2008,360000,38.53805,-121.5047
SACRAMENTO,5479 NICKMAN WAY,95835,CA,4,2,1871,Residential,Mon May 19 00:00:00 EDT 2008,360552,38.672965999999995,-121.502748
SACRAMENTO,2103 BURBERRY WAY,95835,CA,3,2,1800,Residential,Mon May 19 00:00:00 EDT 2008,362305,38.67342,-121.50854199999999
SACRAMENTO,2450 SAN JOSE WAY,95817,CA,3,1,1683,Residential,Mon May 19 00:00:00 EDT 2008,365000,38.553596,-121.459483
ROSEVILLE,7641 ROSEHALL DR,95678,CA,3,2,0,Residential,Mon May 19 00:00:00 EDT 2008,367554,38.791616999999995,-121.286147
ROSEVILLE,1336 LAYSAN TEAL DR,95747,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,368500,38.796121,-121.31996299999999
ROCKLIN,2802 BLACK OAK DR,95765,CA,2,2,1596,Residential,Mon May 19 00:00:00 EDT 2008,370000,38.837006,-121.232024
PLACERVILLE,2113 FALL TRAIL CT,95667,CA,4,2,0,Residential,Mon May 19 00:00:00 EDT 2008,371086,38.733155,-120.74803899999999
ELK GROVE,10112 LAMBEAU CT,95757,CA,3,2,1179,Residential,Mon May 19 00:00:00 EDT 2008,378000,38.390328000000004,-121.448022
ELK GROVE,6313 CASTRO VERDE WAY,95757,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,383000,38.381102,-121.42901
SACRAMENTO,3622 CURTIS DR,95818,CA,3,1,1639,Residential,Mon May 19 00:00:00 EDT 2008,388000,38.541734999999996,-121.480098
RANCHO CORDOVA,11817 OPAL RIDGE WAY,95742,CA,5,3,3281,Residential,Mon May 19 00:00:00 EDT 2008,395100,38.551083,-121.237476
SACRAMENTO,170 LAGOMARSINO WAY,95819,CA,3,2,1697,Residential,Mon May 19 00:00:00 EDT 2008,400000,38.574894,-121.435806
EL DORADO HILLS,2743 DEAKIN PL,95762,CA,3,2,0,Residential,Mon May 19 00:00:00 EDT 2008,400000,38.69288,-121.073551
ANTELOPE,3361 ALDER CANYON WAY,95843,CA,4,3,2085,Residential,Mon May 19 00:00:00 EDT 2008,408431,38.727649,-121.38565600000001
ROCKLIN,2148 RANCH VIEW DR,95765,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,413000,38.837455,-121.28933700000002
SACRAMENTO,398 LINDLEY DR,95815,CA,4,2,1744,Multi-Family,Mon May 19 00:00:00 EDT 2008,416767,38.622359,-121.457582
EL DORADO HILLS,3013 BRIDLEWOOD DR,95762,CA,4,3,0,Residential,Mon May 19 00:00:00 EDT 2008,420000,38.675519,-121.01586200000001
FOLSOM,169 BAURER CIR,95630,CA,4,3,1939,Residential,Mon May 19 00:00:00 EDT 2008,423000,38.66695,-121.120729
CAMERON PARK,2809 LOON CT,95682,CA,4,2,0,Residential,Mon May 19 00:00:00 EDT 2008,423000,38.687072,-121.004729
SACRAMENTO,1315 KONDOS AVE,95814,CA,2,3,1788,Residential,Mon May 19 00:00:00 EDT 2008,427500,38.571943,-121.492106
ROCKLIN,4966 CHARTER RD,95765,CA,3,2,1691,Residential,Mon May 19 00:00:00 EDT 2008,430922,38.82553,-121.254698
ELK GROVE,9516 LAGUNA LAKE WAY,95758,CA,4,2,2002,Residential,Mon May 19 00:00:00 EDT 2008,445000,38.411258000000004,-121.431348
ELK GROVE,5201 BLOSSOM RANCH DR,95757,CA,4,4,4303,Residential,Mon May 19 00:00:00 EDT 2008,450000,38.399436,-121.444041
SACRAMENTO,3027 PALMATE WAY,95834,CA,5,3,4246,Residential,Mon May 19 00:00:00 EDT 2008,452000,38.628955,-121.529269
ROSEVILLE,500 WINCHESTER CT,95661,CA,3,2,2274,Residential,Mon May 19 00:00:00 EDT 2008,470000,38.73988,-121.248929
EL DORADO HILLS,5746 GELSTON WAY,95762,CA,4,3,0,Residential,Mon May 19 00:00:00 EDT 2008,471000,38.677015000000004,-121.03408300000001
ORANGEVALE,6935 ELM TREE LN,95662,CA,4,4,3056,Residential,Mon May 19 00:00:00 EDT 2008,475000,38.693041,-121.23293999999999
ELK GROVE,9605 GOLF COURSE LN,95758,CA,3,3,2503,Residential,Mon May 19 00:00:00 EDT 2008,484500,38.409689,-121.446059
EL DORADO HILLS,719 BAYWOOD CT,95762,CA,5,3,0,Residential,Mon May 19 00:00:00 EDT 2008,487500,38.647597999999995,-121.07780100000001
ROCKLIN,5954 TANUS CIR,95677,CA,3,3,0,Residential,Mon May 19 00:00:00 EDT 2008,488750,38.777584999999995,-121.2036
FOLSOM,100 CHELSEA CT,95630,CA,3,2,1905,Residential,Mon May 19 00:00:00 EDT 2008,500000,38.69435,-121.177259
PENRYN,1500 ORANGE HILL LN,95663,CA,3,2,1320,Residential,Mon May 19 00:00:00 EDT 2008,506688,38.862708000000005,-121.16209199999999
LINCOLN,408 KIRKWOOD CT,95648,CA,2,2,0,Residential,Mon May 19 00:00:00 EDT 2008,512000,38.861615,-121.26868999999999
ROSEVILLE,1732 TUSCAN GROVE CIR,95747,CA,5,3,0,Residential,Mon May 19 00:00:00 EDT 2008,520000,38.796683,-121.342555
GOLD RIVER,2049 EMPIRE MINE CIR,95670,CA,4,2,3037,Residential,Mon May 19 00:00:00 EDT 2008,528000,38.629298999999996,-121.249021
WILTON,9360 MAGOS RD,95693,CA,5,2,3741,Residential,Mon May 19 00:00:00 EDT 2008,579093,38.416809,-121.240628
FOLSOM,104 CATLIN CT,95630,CA,4,3,2660,Residential,Mon May 19 00:00:00 EDT 2008,636000,38.684459000000004,-121.14593500000001
CARMICHAEL,4734 GIBBONS DR,95608,CA,4,3,3357,Residential,Mon May 19 00:00:00 EDT 2008,668365,38.63558,-121.35363899999999
GRANITE BAY,4629 DORCHESTER LN,95746,CA,5,3,2896,Residential,Mon May 19 00:00:00 EDT 2008,676200,38.723545,-121.216025
PLACERVILLE,2400 COUNTRYSIDE DR,95667,CA,3,2,2025,Residential,Mon May 19 00:00:00 EDT 2008,677048,38.737452000000005,-120.910963
WILTON,12901 FURLONG DR,95693,CA,5,3,3788,Residential,Mon May 19 00:00:00 EDT 2008,691659,38.413534999999996,-121.18821100000001
GRANITE BAY,6222 CALLE MONTALVO CIR,95746,CA,5,3,3670,Residential,Mon May 19 00:00:00 EDT 2008,760000,38.779435,-121.146676
LINCOLN,20 CRYSTALWOOD CIR,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.885327000000004,-121.28941200000001
LINCOLN,24 CRYSTALWOOD CIR,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.885132,-121.289405
LINCOLN,28 CRYSTALWOOD CIR,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.884935999999996,-121.289397
LINCOLN,32 CRYSTALWOOD CIR,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.884741,-121.28939
LINCOLN,36 CRYSTALWOOD CIR,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.884599,-121.289406
LINCOLN,40 CRYSTALWOOD CIR,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.884535,-121.28961899999999
